4.168063836400000000e+00 2.142855348800000392e+00 3.459909653999999612e-01 -1.226576754799999946e+00 2.687434808799999963e+00 1.908877953399999994e+00 3.119201028000000431e-01 4.010772239399999606e+00 1.117320758600000241e+00 2.752064777999999601e-01 3.832779137999999808e+00 7.715360072000000402e-01 3.244757434799999896e+00 -2.957565022399999854e+00 1.110705527600000186e+00 2.226608943800000073e+00 1.436786300000000072e+00 1.893945155999999241e-01 1.895751916400000070e+00 1.110353170799999845e+00
0.000000000000000000e+00 -5.878171908000000556e-01 8.659842343999999414e-01 2.203540083199999611e+00 3.538431501569999860e+00 3.227237824899999996e+00 2.353415482800000014e+00 -3.203621320000005213e-02 8.992710832000001542e-01 -4.389835163199999890e+00 1.990956656799999891e+00 -6.880022341999999513e-01 -2.371439376200000115e+00 4.161906485199999395e+00 -2.940475284399999722e+00 2.927731073599999068e+00 -1.149778452800000128e+00 -1.051205911999999909e+00 -7.015722779999999936e-01 -3.836947132400000182e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.440774801199999677e+00 1.282612523999999699e+00 3.227613893400000045e+00 1.416906382699999911e+00 3.426837004400000275e+00 3.413696959200000158e+00 1.305437984599999490e+00 -5.300627076000000715e-01 2.298947888299999853e+00 8.103552080400000523e-01 -3.867752223000000544e-01 -7.797845747999998522e-01 -1.000617231000000107e+00 -1.050036515099999956e+00 1.644989555600000486e+00 -8.196493190999998291e-01 -9.243100400000012207e-02 1.473552039600000363e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.867770280200000022e+00 2.988176150400000175e+00 2.178695693499999475e+00 -1.472578772800000380e+00 3.591077622600000741e+00 1.739786482800000034e+00 4.807886657999999036e-01 2.075682169400000276e+00 1.634697709000000110e+00 -1.486837637000000045e+00 2.127924252800000193e+00 -1.840718523999999023e-01 1.796504143800000231e+00 1.214008283670000132e+00 2.527830589500000169e+00 9.210487026000002686e-01 8.058125185000001300e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.927115039999997004e-01 4.157664897000000748e-01 3.004632361200000545e+00 -1.260154759199999752e+00 -2.181420661999999844e-01 2.695679744000001876e-01 -3.183265087999999077e-01 -3.388724163399999822e-01 -5.714901551000000079e-01 8.114631254000002070e-01 -7.765753190000000972e-01 -4.066703016000000059e-01 -4.858047448000000212e-01 9.965828138000002445e-01 6.637246481100000928e-01 -3.652166465999999723e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.591981147400000518e+00 1.971613457200000141e+00 2.935769661999998448e-01 1.025272929900000074e+00 3.185497144000000169e-01 -2.620685684999999321e-01 1.835912665000000721e-01 -7.495907440999999283e-01 9.512602047999998423e-01 -3.105841557000001418e-01 -5.414807037000002321e-01 1.905956222199999939e+00 1.896561501800000382e+00 4.008951036000001356e-01 -2.866436895000000540e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.274837539199999981e+00 3.186292279199999911e+00 2.608511963200000228e+00 1.700404013200000009e+00 1.461865101200000128e+00 3.104979808799999574e+00 1.955714870800000060e+00 -1.763281483200000110e+00 -1.007968653999999908e+00 1.267380058799999709e+00 -6.628100338000000313e-01 1.223775561600000117e+00 3.918566743600000013e+00 1.103545496000000181e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.968064225600000050e+00 2.466606888000000275e+00 -1.286469465400000178e+00 1.401478241599999786e+00 1.093678466000000293e+00 -1.777998610000000035e+00 2.436809511600000366e+00 -1.768072047999999619e+00 1.159948465799999440e+00 -5.385583319999998064e-01 3.157129273999999874e+00 -7.109821000000007829e-02 5.529829058000002018e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.662408302000002225e-01 -8.731227111999998458e-01 -4.152510064299999026e-01 -2.700829434000000528e-01 1.122103672800000229e+00 1.936185359999992306e-02 -8.626393726000000095e-01 -4.793567463400001949e-01 -4.464125300000011676e-02 1.504052039999997231e-02 -3.956274446000000999e-01 -3.518368672999999669e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.647874076000001464e-01 7.205492752000001166e-01 -1.654541805000000476e+00 -3.330873637999999248e-01 9.034090309999992519e-02 -2.128989425599999930e+00 3.326043620000003476e-02 -1.791424539999991739e-02 1.863919005999999934e+00 4.289541284000000232e-01 -2.539657829449999404e-01
