8.723755364000000956e-01 8.002121188000000940e-01 9.301062704000000458e-01 8.819973252000000707e-01 9.349171648000000889e-01 7.954012244000000509e-01 7.937975928000000625e-01 6.671107044000000874e-01 5.724964456000000146e-01 5.067475540000000445e-01 4.987293968000000577e-01 4.586386091999999914e-01 4.153405588000000370e-01 4.570349776000000031e-01 3.864751915999999898e-01 3.640243508000000627e-01 5.773073400000000577e-01 4.121332956000000047e-01 3.127081423999999998e-01 4.923148708000000262e-01
-0.000000000000000000e+00 8.755827992000000393e-01 1.051982264400000089e+00 9.653861632000000359e-01 1.027927792000000062e+00 8.531319584000001122e-01 8.900154827999999796e-01 7.873830668000000310e-01 6.318308112000000643e-01 5.436310788000000560e-01 5.628746568000000394e-01 4.859003448000000502e-01 4.730712928000000428e-01 5.291983952000000047e-01 4.121332956000000047e-01 4.634495035999999790e-01 6.382453371999999847e-01 5.003330280000000130e-01 3.977006120000000089e-01 5.532528676000000312e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 1.164236469200000013e+00 1.096883946399999976e+00 1.167443732399999989e+00 1.008684214000000079e+00 9.878370044000001071e-01 9.076554292000000856e-01 7.713467515999999913e-01 6.622998096000000112e-01 6.863542823999999598e-01 6.446598632000000162e-01 6.013618128000000063e-01 6.574889152000000792e-01 5.580637620000000743e-01 5.708928140000000262e-01 7.649322255999999598e-01 6.382453371999999847e-01 5.388201839999999798e-01 6.815433876000001057e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.048775001199999890e+00 1.128956576400000023e+00 9.701970580000000011e-01 9.268990071999999580e-01 8.419065376000001155e-01 7.344632272000000128e-01 6.061727072000000494e-01 6.462634948000000046e-01 5.644782879999999947e-01 5.195766060000001074e-01 5.885327608000000543e-01 5.083511856000000328e-01 5.243875007999999616e-01 6.639034411999999996e-01 5.821182348000000228e-01 4.826930816000000179e-01 6.029654440000000726e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.181876416000000152e+00 1.039153212400000026e+00 9.846297412000000193e-01 9.092590608000000740e-01 7.873830668000000310e-01 6.671107044000000874e-01 6.959760712000000460e-01 6.286235480000000875e-01 5.997581812000000179e-01 6.478671263999999930e-01 5.452347100000000113e-01 5.757037087999999914e-01 7.280487012000000924e-01 6.462634948000000046e-01 5.404238155999999682e-01 6.735252304000001189e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 8.852045884000001585e-01 8.306811172000000409e-01 7.408777532000000443e-01 6.478671263999999930e-01 5.420274472000000676e-01 5.548564992000000196e-01 4.891076076000000494e-01 4.538277148000000039e-01 4.923148708000000262e-01 3.977006120000000089e-01 4.281696108000000445e-01 5.741000772000000030e-01 4.923148708000000262e-01 3.993042436000000528e-01 5.324056579999999483e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 8.114375391999999465e-01 7.472922792000000758e-01 6.125872332000000808e-01 5.484419731999999881e-01 5.163693431999999417e-01 4.794858188000000188e-01 4.923148708000000262e-01 4.987293968000000577e-01 4.554313460000000702e-01 4.794858188000000188e-01 6.382453371999999847e-01 5.468383415999999997e-01 4.313768736000000437e-01 5.981545496000000295e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 6.687143356000000427e-01 5.388201839999999798e-01 4.826930816000000179e-01 4.826930816000000179e-01 4.458095572000000395e-01 4.426022940000000627e-01 4.762785555999999865e-01 4.426022940000000627e-01 4.474131887999999724e-01 5.644782879999999947e-01 5.067475540000000445e-01 4.169441899999999923e-01 5.115584488000000096e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 4.361877680000000312e-01 3.704388767999999832e-01 3.720425080000000495e-01 3.223299316000000081e-01 2.950681960000000048e-01 3.030863536000000247e-01 2.726173552000000222e-01 2.421483563999999866e-01 3.864751915999999898e-01 2.934645644000000164e-01 2.100757263999999958e-01 3.255371948000000404e-01
-0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 3.592134559999999865e-01 3.335553520000000272e-01 2.918609332000000056e-01 2.790318812000000537e-01 2.662028291999999907e-01 2.549774083999999941e-01 1.956430432000000330e-01 3.447807728000000238e-01 2.758246180000000214e-01 1.844176224000000086e-01 2.998790903999999924e-01
